,90,91,92,93,94,95,96,97
14028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
