,id,c_percent,lat,lon,alt,site,site_alt,site_alt_id
25,1-5-B,0.3588129234351635,32.4191777466267,-85.4147269991234,-7.5,0,0_B,B
26,1-5-C,0.4685392805141218,32.4191777466267,-85.4147269991234,-12.5,0,0_C,C
27,1-5-D,0.4289709669707455,32.4191777466267,-85.4147269991234,-17.5,0,0_D,D
28,1-5-E,0.39511964273965394,32.4191777466267,-85.4147269991234,-22.5,0,0_E,E
29,1-5-F,0.31486887163204613,32.4191777466267,-85.4147269991234,-27.5,0,0_F,F
30,2-1-A,0.8038861171241295,32.4189015927011,-85.4137833022876,-2.5,1,1_A,A
31,2-1-B,0.4427053333021516,32.4189015927011,-85.4137833022876,-7.5,1,1_B,B
32,2-1-C,0.3801631550891493,32.4189015927011,-85.4137833022876,-12.5,1,1_C,C
33,2-1-D,0.35485198033200255,32.4189015927011,-85.4137833022876,-17.5,1,1_D,D
34,2-1-E,0.46066863739985664,32.4189015927011,-85.4137833022876,-22.5,1,1_E,E
35,2-1-F,0.3124398061992804,32.4189015927011,-85.4137833022876,-27.5,1,1_F,F
36,2-2-A,0.838264739553165,32.4189015927011,-85.4137833022876,-2.5,1,1_A,A
37,2-2-B,0.5015356895243656,32.4189015927011,-85.4137833022876,-7.5,1,1_B,B
38,2-2-C,0.38068966745662297,32.4189015927011,-85.4137833022876,-12.5,1,1_C,C
39,2-2-D,0.3894602165025806,32.4189015927011,-85.4137833022876,-17.5,1,1_D,D
40,2-2-E,0.3692098460508702,32.4189015927011,-85.4137833022876,-22.5,1,1_E,E
41,2-2-F,0.2513526900276643,32.4189015927011,-85.4137833022876,-27.5,1,1_F,F
42,2-3-A,0.6309925183500465,32.4189015927011,-85.4137833022876,-2.5,1,1_A,A
43,2-3-B,0.39427939460649425,32.4189015927011,-85.4137833022876,-7.5,1,1_B,B
44,2-3-C,0.3304327368846531,32.4189015927011,-85.4137833022876,-12.5,1,1_C,C
45,2-3-D,0.2934831713128899,32.4189015927011,-85.4137833022876,-17.5,1,1_D,D
46,2-3-E,0.28229983489258487,32.4189015927011,-85.4137833022876,-22.5,1,1_E,E
47,2-3-F,0.2921442132564841,32.4189015927011,-85.4137833022876,-27.5,1,1_F,F
48,2-4-A,0.9928111274227839,32.4189015927011,-85.4137833022876,-2.5,1,1_A,A
49,2-4-B,0.6894877833318186,32.4189015927011,-85.4137833022876,-7.5,1,1_B,B
50,2-4-C,0.6936455402500268,32.4189015927011,-85.4137833022876,-12.5,1,1_C,C
51,2-4-D,0.3627358927136871,32.4189015927011,-85.4137833022876,-17.5,1,1_D,D
52,2-4-E,0.26824454545454546,32.4189015927011,-85.4137833022876,-22.5,1,1_E,E
53,2-4-F,0.19755043191502503,32.4189015927011,-85.4137833022876,-27.5,1,1_F,F
54,2-5-A,0.9523790043453941,32.4189015927011,-85.4137833022876,-2.5,1,1_A,A
55,2-5-B,0.5104616953126889,32.4189015927011,-85.4137833022876,-7.5,1,1_B,B
56,2-5-C,0.4158668818366554,32.4189015927011,-85.4137833022876,-12.5,1,1_C,C
57,2-5-D,0.48092911427334706,32.4189015927011,-85.4137833022876,-17.5,1,1_D,D
58,2-5-E,0.4499446400594023,32.4189015927011,-85.4137833022876,-22.5,1,1_E,E
59,2-5-F,0.19134465203931755,32.4189015927011,-85.4137833022876,-27.5,1,1_F,F
60,3-1-A,1.5480263493190187,32.4185659058903,-85.4129723179052,-2.5,2,2_A,A
61,3-1-B,1.1784142324976181,32.4185659058903,-85.4129723179052,-7.5,2,2_B,B
62,3-1-C,0.6652751634766999,32.4185659058903,-85.4129723179052,-12.5,2,2_C,C
63,3-1-D,0.5411667487328025,32.4185659058903,-85.4129723179052,-17.5,2,2_D,D
64,3-1-E,0.6340971137521223,32.4185659058903,-85.4129723179052,-22.5,2,2_E,E
65,3-1-F,0.38528250360576916,32.4185659058903,-85.4129723179052,-27.5,2,2_F,F
66,3-2-A,0.800566509933775,32.4185659058903,-85.4129723179052,-2.5,2,2_A,A
67,3-2-B,0.34244109691130636,32.4185659058903,-85.4129723179052,-7.5,2,2_B,B
68,3-2-C,0.3398930030536633,32.4185659058903,-85.4129723179052,-12.5,2,2_C,C
69,3-2-D,0.3053868063249069,32.4185659058903,-85.4129723179052,-17.5,2,2_D,D
70,3-2-E,0.28050985125483263,32.4185659058903,-85.4129723179052,-22.5,2,2_E,E
71,3-2-F,0.3685928570881318,32.4185659058903,-85.4129723179052,-27.5,2,2_F,F
72,3-3-A,0.5100851462039235,32.4185659058903,-85.4129723179052,-2.5,2,2_A,A
73,3-3-B,0.32210462491760045,32.4185659058903,-85.4129723179052,-7.5,2,2_B,B
74,3-3-C,0.3022186527259149,32.4185659058903,-85.4129723179052,-12.5,2,2_C,C
75,3-3-D,0.2702398313116683,32.4185659058903,-85.4129723179052,-17.5,2,2_D,D
76,3-3-E,0.2904440580232453,32.4185659058903,-85.4129723179052,-22.5,2,2_E,E
77,3-3-F,0.2540025522014025,32.4185659058903,-85.4129723179052,-27.5,2,2_F,F
78,3-4-A,1.4521756328102897,32.4185659058903,-85.4129723179052,-2.5,2,2_A,A
79,3-4-B,1.0416085048320824,32.4185659058903,-85.4129723179052,-7.5,2,2_B,B
80,3-4-C,0.570263836672968,32.4185659058903,-85.4129723179052,-12.5,2,2_C,C
81,3-4-D,0.5087120468572163,32.4185659058903,-85.4129723179052,-17.5,2,2_D,D
82,3-4-E,0.5104087865857847,32.4185659058903,-85.4129723179052,-22.5,2,2_E,E
83,3-4-F,0.8376716093814199,32.4185659058903,-85.4129723179052,-27.5,2,2_F,F
84,3-5-A,0.7830752770173078,32.4185659058903,-85.4129723179052,-2.5,2,2_A,A
85,3-5-B,0.5244864079647018,32.4185659058903,-85.4129723179052,-7.5,2,2_B,B
86,3-5-C,0.3857121898517936,32.4185659058903,-85.4129723179052,-12.5,2,2_C,C
87,3-5-D,0.36315037038609305,32.4185659058903,-85.4129723179052,-17.5,2,2_D,D
88,3-5-E,0.308228830658705,32.4185659058903,-85.4129723179052,-22.5,2,2_E,E
89,3-5-F,0.1719018993574158,32.4185659058903,-85.4129723179052,-27.5,2,2_F,F
90,4-1-A,0.6291430343444248,32.4186918067035,-85.4123710090226,-2.5,3,3_A,A
91,4-1-B,0.45642236703781286,32.4186918067035,-85.4123710090226,-7.5,3,3_B,B
92,4-1-C,0.340996134130089,32.4186918067035,-85.4123710090226,-12.5,3,3_C,C
93,4-1-D,0.21358615913155124,32.4186918067035,-85.4123710090226,-17.5,3,3_D,D
94,4-1-E,0.15044856011277435,32.4186918067035,-85.4123710090226,-22.5,3,3_E,E
95,4-1-F,0.16461387370341518,32.4186918067035,-85.4123710090226,-27.5,3,3_F,F
96,4-2-A,1.0171215379249425,32.4186918067035,-85.4123710090226,-2.5,3,3_A,A
97,4-2-B,0.34554687098909836,32.4186918067035,-85.4123710090226,-7.5,3,3_B,B
98,4-2-C,0.29797162945057964,32.4186918067035,-85.4123710090226,-12.5,3,3_C,C
99,4-2-D,0.29762947618337204,32.4186918067035,-85.4123710090226,-17.5,3,3_D,D
100,4-2-E,0.2863369790923961,32.4186918067035,-85.4123710090226,-22.5,3,3_E,E
101,4-2-F,0.21577806507705347,32.4186918067035,-85.4123710090226,-27.5,3,3_F,F
102,4-3-A,1.3613195050532152,32.4186918067035,-85.4123710090226,-2.5,3,3_A,A
103,4-3-B,0.7498401765489385,32.4186918067035,-85.4123710090226,-7.5,3,3_B,B
104,4-3-C,1.0299868162612298,32.4186918067035,-85.4123710090226,-12.5,3,3_C,C
105,4-3-D,0.7544142630313478,32.4186918067035,-85.4123710090226,-17.5,3,3_D,D
106,4-3-E,0.5874820472353086,32.4186918067035,-85.4123710090226,-22.5,3,3_E,E
107,4-3-F,0.41399166652480685,32.4186918067035,-85.4123710090226,-27.5,3,3_F,F
108,4-4-A,1.208580299387918,32.4186918067035,-85.4123710090226,-2.5,3,3_A,A
109,4-4-B,0.561102329265697,32.4186918067035,-85.4123710090226,-7.5,3,3_B,B
110,4-4-C,0.47849315083508537,32.4186918067035,-85.4123710090226,-12.5,3,3_C,C
111,4-4-D,0.4305399172449977,32.4186918067035,-85.4123710090226,-17.5,3,3_D,D
112,4-4-E,0.3433880690582169,32.4186918067035,-85.4123710090226,-22.5,3,3_E,E
113,4-4-F,0.2604485072744471,32.4186918067035,-85.4123710090226,-27.5,3,3_F,F
114,4-5-A,1.0504337482039807,32.4186918067035,-85.4123710090226,-2.5,3,3_A,A
115,4-5-B,0.9802360473646804,32.4186918067035,-85.4123710090226,-7.5,3,3_B,B
116,4-5-C,0.6921493560051658,32.4186918067035,-85.4123710090226,-12.5,3,3_C,C
117,4-5-D,0.6535944242633718,32.4186918067035,-85.4123710090226,-17.5,3,3_D,D
118,4-5-E,0.6367568815386723,32.4186918067035,-85.4123710090226,-22.5,3,3_E,E
119,4-5-F,0.46899942317176874,32.4186918067035,-85.4123710090226,-27.5,3,3_F,F
120,5-1-A,0.5053875797014926,32.4195782746788,-85.4137457240171,-2.5,4,4_A,A
121,5-1-B,0.4805244526409681,32.4195782746788,-85.4137457240171,-7.5,4,4_B,B
122,5-1-C,0.4213056312358934,32.4195782746788,-85.4137457240171,-12.5,4,4_C,C
123,5-1-D,0.37495311876579335,32.4195782746788,-85.4137457240171,-17.5,4,4_D,D
124,5-1-E,0.258511248153324,32.4195782746788,-85.4137457240171,-22.5,4,4_E,E
125,5-1-F,0.1752403181796384,32.4195782746788,-85.4137457240171,-27.5,4,4_F,F
126,5-2-A,0.5029544630716609,32.4195782746788,-85.4137457240171,-2.5,4,4_A,A
127,5-2-B,0.48047351961311124,32.4195782746788,-85.4137457240171,-7.5,4,4_B,B
128,5-2-C,0.4527168911369777,32.4195782746788,-85.4137457240171,-12.5,4,4_C,C
129,5-2-D,0.31444946403385055,32.4195782746788,-85.4137457240171,-17.5,4,4_D,D
130,5-2-E,0.2928136897603577,32.4195782746788,-85.4137457240171,-22.5,4,4_E,E
131,5-2-F,0.20037254917879227,32.4195782746788,-85.4137457240171,-27.5,4,4_F,F
132,5-3-A,0.8532239142993177,32.4195782746788,-85.4137457240171,-2.5,4,4_A,A
133,5-3-B,0.5109700245398774,32.4195782746788,-85.4137457240171,-7.5,4,4_B,B
134,5-3-C,0.37438756476683926,32.4195782746788,-85.4137457240171,-12.5,4,4_C,C
135,5-3-D,0.36765319706375243,32.4195782746788,-85.4137457240171,-17.5,4,4_D,D
136,5-3-E,0.3435059253734934,32.4195782746788,-85.4137457240171,-22.5,4,4_E,E
137,5-3-F,0.22957741900217724,32.4195782746788,-85.4137457240171,-27.5,4,4_F,F
138,5-4-A,0.8721816807165209,32.4195782746788,-85.4137457240171,-2.5,4,4_A,A
139,5-4-B,0.3561396132960716,32.4195782746788,-85.4137457240171,-7.5,4,4_B,B
140,5-4-C,0.5927570669736113,32.4195782746788,-85.4137457240171,-12.5,4,4_C,C
141,5-4-D,0.33280965434823445,32.4195782746788,-85.4137457240171,-17.5,4,4_D,D
142,5-4-E,0.4016617497057669,32.4195782746788,-85.4137457240171,-22.5,4,4_E,E
143,5-4-F,0.41605777777777786,32.4195782746788,-85.4137457240171,-27.5,4,4_F,F
144,5-5-A,0.6414706716364674,32.4195782746788,-85.4137457240171,-2.5,4,4_A,A
145,5-5-B,0.5768902936243461,32.4195782746788,-85.4137457240171,-7.5,4,4_B,B
146,5-5-C,0.26645601490780696,32.4195782746788,-85.4137457240171,-12.5,4,4_C,C
147,5-5-D,0.290582223146635,32.4195782746788,-85.4137457240171,-17.5,4,4_D,D
148,5-5-E,0.38813651750088585,32.4195782746788,-85.4137457240171,-22.5,4,4_E,E
149,5-5-F,0.4161318714076493,32.4195782746788,-85.4137457240171,-27.5,4,4_F,F
150,6-1-A,1.0370566146397695,32.4193747666921,-85.4130481289227,-2.5,5,5_A,A
151,6-1-B,0.9698788347621593,32.4193747666921,-85.4130481289227,-7.5,5,5_B,B
152,6-1-C,0.6404826215248577,32.4193747666921,-85.4130481289227,-12.5,5,5_C,C
153,6-1-D,0.5521930940514469,32.4193747666921,-85.4130481289227,-17.5,5,5_D,D
154,6-1-E,0.5629937951323885,32.4193747666921,-85.4130481289227,-22.5,5,5_E,E
155,6-1-F,0.2939619729206962,32.4193747666921,-85.4130481289227,-27.5,5,5_F,F
156,6-2-A,0.8878539377678403,32.4193747666921,-85.4130481289227,-2.5,5,5_A,A
157,6-2-B,0.5614253790528405,32.4193747666921,-85.4130481289227,-7.5,5,5_B,B
158,6-2-C,0.2580353572555746,32.4193747666921,-85.4130481289227,-12.5,5,5_C,C
159,6-2-D,0.23917208987793512,32.4193747666921,-85.4130481289227,-17.5,5,5_D,D
160,6-2-E,0.19213862923331965,32.4193747666921,-85.4130481289227,-22.5,5,5_E,E
161,6-2-F,0.22910014904920312,32.4193747666921,-85.4130481289227,-27.5,5,5_F,F
162,6-3-A,1.4040210170303804,32.4193747666921,-85.4130481289227,-2.5,5,5_A,A
163,6-3-B,0.8835716949956215,32.4193747666921,-85.4130481289227,-7.5,5,5_B,B
164,6-3-C,0.5323030621317622,32.4193747666921,-85.4130481289227,-12.5,5,5_C,C
165,6-3-D,0.6161389082477373,32.4193747666921,-85.4130481289227,-17.5,5,5_D,D
166,6-3-E,0.5824908560723879,32.4193747666921,-85.4130481289227,-22.5,5,5_E,E
167,6-3-F,0.4189305606094257,32.4193747666921,-85.4130481289227,-27.5,5,5_F,F
168,6-4-A,0.7875380790708589,32.4193747666921,-85.4130481289227,-2.5,5,5_A,A
169,6-4-B,0.6513678673107439,32.4193747666921,-85.4130481289227,-7.5,5,5_B,B
170,6-4-C,0.6253542716847036,32.4193747666921,-85.4130481289227,-12.5,5,5_C,C
171,6-4-D,0.5872366070805113,32.4193747666921,-85.4130481289227,-17.5,5,5_D,D
172,6-4-E,0.3016905994621738,32.4193747666921,-85.4130481289227,-22.5,5,5_E,E
173,6-4-F,0.41749002755769893,32.4193747666921,-85.4130481289227,-27.5,5,5_F,F
174,6-5-A,1.6251209229734922,32.4193747666921,-85.4130481289227,-2.5,5,5_A,A
175,6-5-B,1.4323928262652685,32.4193747666921,-85.4130481289227,-7.5,5,5_B,B
176,6-5-C,0.7987664140301647,32.4193747666921,-85.4130481289227,-12.5,5,5_C,C
177,6-5-D,0.6718797123980885,32.4193747666921,-85.4130481289227,-17.5,5,5_D,D
178,6-5-E,0.5760465885192793,32.4193747666921,-85.4130481289227,-22.5,5,5_E,E
179,6-5-F,0.6362112490327918,32.4193747666921,-85.4130481289227,-27.5,5,5_F,F
180,7-1-A,0.809323464422341,32.4208714479132,-85.4138042276623,-2.5,6,6_A,A
181,7-1-B,0.6067515325717562,32.4208714479132,-85.4138042276623,-7.5,6,6_B,B
182,7-1-C,0.27508571939641335,32.4208714479132,-85.4138042276623,-12.5,6,6_C,C
183,7-1-D,0.2624177721230202,32.4208714479132,-85.4138042276623,-17.5,6,6_D,D
184,7-1-E,0.2710893455565789,32.4208714479132,-85.4138042276623,-22.5,6,6_E,E
185,7-1-F,0.18936789014408115,32.4208714479132,-85.4138042276623,-27.5,6,6_F,F
186,7-2-A,0.884392954992444,32.4208714479132,-85.4138042276623,-2.5,6,6_A,A
187,7-2-B,0.43947201438848926,32.4208714479132,-85.4138042276623,-7.5,6,6_B,B
188,7-2-C,0.45773660109408704,32.4208714479132,-85.4138042276623,-12.5,6,6_C,C
189,7-2-D,0.3844048826243424,32.4208714479132,-85.4138042276623,-17.5,6,6_D,D
190,7-2-E,0.40564706408985796,32.4208714479132,-85.4138042276623,-22.5,6,6_E,E
191,7-2-F,0.31262840268488445,32.4208714479132,-85.4138042276623,-27.5,6,6_F,F
192,7-3-A,0.09441817952314165,32.4208714479132,-85.4138042276623,-2.5,6,6_A,A
193,7-3-B,0.0864379399181469,32.4208714479132,-85.4138042276623,-7.5,6,6_B,B
194,7-3-C,0.1741232612010999,32.4208714479132,-85.4138042276623,-12.5,6,6_C,C
195,7-3-D,0.25798421487789996,32.4208714479132,-85.4138042276623,-17.5,6,6_D,D
196,7-3-E,0.32513675067324954,32.4208714479132,-85.4138042276623,-22.5,6,6_E,E
197,7-3-F,0.7014997053903785,32.4208714479132,-85.4138042276623,-27.5,6,6_F,F
198,7-4-A,0.8992598639455783,32.4208714479132,-85.4138042276623,-2.5,6,6_A,A
199,7-4-B,0.7727271185364379,32.4208714479132,-85.4138042276623,-7.5,6,6_B,B
200,7-4-C,0.5501194332586918,32.4208714479132,-85.4138042276623,-12.5,6,6_C,C
201,7-4-D,0.7119758024572627,32.4208714479132,-85.4138042276623,-17.5,6,6_D,D
202,7-4-E,0.36233951166414813,32.4208714479132,-85.4138042276623,-22.5,6,6_E,E
203,7-4-F,0.12582968503414263,32.4208714479132,-85.4138042276623,-27.5,6,6_F,F
204,7-5-A,0.7750336450433278,32.4208714479132,-85.4138042276623,-2.5,6,6_A,A
205,7-5-B,0.5603169075822102,32.4208714479132,-85.4138042276623,-7.5,6,6_B,B
206,7-5-C,0.4832858612894474,32.4208714479132,-85.4138042276623,-12.5,6,6_C,C
207,7-5-D,0.3791668496642457,32.4208714479132,-85.4138042276623,-17.5,6,6_D,D
208,7-5-E,0.3434003392317068,32.4208714479132,-85.4138042276623,-22.5,6,6_E,E
209,7-5-F,0.14020805369127518,32.4208714479132,-85.4138042276623,-27.5,6,6_F,F
210,8-1-A,0.5726552667853776,32.4206435514424,-85.4148770000213,-2.5,7,7_A,A
211,8-1-B,0.4876477116068983,32.4206435514424,-85.4148770000213,-7.5,7,7_B,B
212,8-1-C,0.4454648539831111,32.4206435514424,-85.4148770000213,-12.5,7,7_C,C
213,8-1-D,0.38367786336779913,32.4206435514424,-85.4148770000213,-17.5,7,7_D,D
214,8-1-E,0.29139020850010916,32.4206435514424,-85.4148770000213,-22.5,7,7_E,E
215,8-1-F,0.25389276249082854,32.4206435514424,-85.4148770000213,-27.5,7,7_F,F
216,8-2-A,0.6662936155416613,32.4206435514424,-85.4148770000213,-2.5,7,7_A,A
217,8-2-B,0.41630219447287614,32.4206435514424,-85.4148770000213,-7.5,7,7_B,B
218,8-2-C,0.2789594291266853,32.4206435514424,-85.4148770000213,-12.5,7,7_C,C
219,8-2-D,0.2658925845400249,32.4206435514424,-85.4148770000213,-17.5,7,7_D,D
220,8-2-E,0.3326581662261381,32.4206435514424,-85.4148770000213,-22.5,7,7_E,E
221,8-2-F,0.3458794764867338,32.4206435514424,-85.4148770000213,-27.5,7,7_F,F
222,8-3-A,1.170250568711053,32.4206435514424,-85.4148770000213,-2.5,7,7_A,A
223,8-3-B,1.1692486256594072,32.4206435514424,-85.4148770000213,-7.5,7,7_B,B
224,8-3-C,0.7366722828999214,32.4206435514424,-85.4148770000213,-12.5,7,7_C,C
225,8-3-D,0.6189017377984117,32.4206435514424,-85.4148770000213,-17.5,7,7_D,D
226,8-3-E,0.5763214828209764,32.4206435514424,-85.4148770000213,-22.5,7,7_E,E
227,8-3-F,0.42669648864954435,32.4206435514424,-85.4148770000213,-27.5,7,7_F,F
228,8-4-A,1.239831244355679,32.4206435514424,-85.4148770000213,-2.5,7,7_A,A
