,14028,13027,1001,11023,8016,26000,12024,6000
7x7x7_C_0060_Silica_Fill_003000,0.45069312950418505,0.15782441526917365,0.0,0.0,0.6538624552266376,0.0,0.0,0.005999999999999998
7x7x7_C_0120_Silica_Fill_003001,0.447972647837161,0.15687175280275925,0.0,0.0,0.6499155993600786,0.0,0.0,0.011999999999999997
7x7x7_C_0180_Silica_Fill_003002,0.4452521661701309,0.1559190903363468,0.0,0.0,0.6459687434935186,0.0,0.0,0.017999999999999867
7x7x7_C_0240_Silica_Fill_003003,0.4425316845031067,0.15496642786993164,0.0,0.0,0.6420218876269597,0.0,0.0,0.023999999999999994
7x7x7_C_0300_Silica_Fill_003004,0.4398112028360778,0.1540137654035192,0.0,0.0,0.6380750317604007,0.0,0.0,0.02999999999999992
7x7x7_C_0360_Silica_Fill_003005,0.4370907211690534,0.15306110293710667,0.0,0.0,0.6341281758938419,0.0,0.0,0.035999999999999734
7x7x7_C_0420_Silica_Fill_003006,0.434370239502019,0.15210844047069158,0.0,0.0,0.6301813200272829,0.0,0.0,0.04199999999999984
7x7x7_C_0480_Silica_Fill_003007,0.43164975783499443,0.15115577800427904,0.0,0.0,0.626234464160724,0.0,0.0,0.04799999999999999
7x7x7_C_0540_Silica_Fill_003008,0.4289292761679656,0.1502031155378648,0.0,0.0,0.6222876082941646,0.0,0.0,0.05399999999999995
7x7x7_C_0600_Silica_Fill_003009,0.4262087945009395,0.14925045307145224,0.0,0.0,0.6183407524276057,0.0,0.0,0.05999999999999984
7x7x7_C_1000_Silica_Fill_003010,0.4080722500540903,0.1428993699620288,0.0,0.0,0.5920283799838795,0.0,0.0,0.10000000000000063
7x7x7_C_2000_Silica_Fill_003011,0.36273088893696875,0.12702166218846872,0.0,0.0,0.5262474488745574,0.0,0.0,0.20000000000000126
7x7x7_C_3000_Silica_Fill_003012,0.3173895278198516,0.11114395441491073,0.0,0.0,0.46046651776524067,0.0,0.0,0.2999999999999982
7x7x7_C_4000_Silica_Fill_003013,0.27204816670273024,0.09526624664135164,0.0,0.0,0.39468558665592196,0.0,0.0,0.4000000000000025
7x7x7_C_5000_Silica_Fill_003014,0.2267068055856071,0.07938853886779304,0.0,0.0,0.3289046555465982,0.0,0.0,0.5
7x7x7_C_6000_Silica_Fill_003015,0.18136544446848438,0.06351083109423436,0.0,0.0,0.2631237244372787,0.0,0.0,0.5999999999999964
7x7x7_C_7000_Silica_Fill_003016,0.1360240833513639,0.0476331233206758,0.0,0.0,0.19734279332796098,0.0,0.0,0.6999999999999957
7x7x7_C_8000_Silica_Fill_003017,0.09068272223424219,0.03175541554711718,0.0,0.0,0.13156186221863936,0.0,0.0,0.800000000000005
7x7x7_C_9000_Silica_Fill_003018,0.045341361117121094,0.01587770777355859,0.0,0.0,0.06578093110931968,0.0,0.0,0.8999999999999994
7x7x7_C_0060_Kaolinite_Fill_003019,0.2160539229066468,0.20780214677107864,0.015572942547876776,0.0,0.5545709877744026,0.0,0.0,0.005999999999999998
7x7x7_C_0120_Kaolinite_Fill_003020,0.21474977447863824,0.20654780785696555,0.015478940882597806,0.0,0.5512234767817948,0.0,0.0,0.011999999999999997
7x7x7_C_0180_Kaolinite_Fill_003021,0.21344562605062875,0.20529346894285547,0.01538493921731901,0.0,0.547875965789191,0.0,0.0,0.017999999999999867
7x7x7_C_0240_Kaolinite_Fill_003022,0.2121414776226228,0.2040391300287455,0.015290937552039875,0.0,0.5445284547965916,0.0,0.0,0.023999999999999994
7x7x7_C_0300_Kaolinite_Fill_003023,0.21083732919461323,0.20278479111463288,0.015196935886761085,0.0,0.5411809438039932,0.0,0.0,0.02999999999999992
7x7x7_C_0360_Kaolinite_Fill_003024,0.2095331807666065,0.2015304522005229,0.015102934221482121,0.0,0.5378334328113892,0.0,0.0,0.035999999999999734
7x7x7_C_0420_Kaolinite_Fill_003025,0.20822903233859855,0.2002761132864119,0.015008932556203116,0.0,0.5344859218187897,0.0,0.0,0.04199999999999984
7x7x7_C_0480_Kaolinite_Fill_003026,0.20692488391058936,0.1990217743722993,0.01491493089092435,0.0,0.5311384108261827,0.0,0.0,0.04799999999999999
7x7x7_C_0540_Kaolinite_Fill_003027,0.2056207354825829,0.19776743545818928,0.014820929225645221,0.0,0.5277908998335786,0.0,0.0,0.05399999999999995
7x7x7_C_0600_Kaolinite_Fill_003028,0.20431658705457617,0.19651309654407909,0.014726927560366407,0.0,0.5244433888409794,0.0,0.0,0.05999999999999984
7x7x7_C_1000_Kaolinite_Fill_003029,0.19562226420118953,0.1881508371166714,0.014100249791840184,0.0,0.5021266488903023,0.0,0.0,0.10000000000000063
7x7x7_C_2000_Kaolinite_Fill_003030,0.17388645706772354,0.16724518854815085,0.012533555370524552,0.0,0.44633479901360157,0.0,0.0,0.20000000000000126
7x7x7_C_3000_Kaolinite_Fill_003031,0.15215064993425684,0.1463395399796333,0.010966860949209043,0.0,0.3905429491369013,0.0,0.0,0.2999999999999982
7x7x7_C_4000_Kaolinite_Fill_003032,0.1304148428007916,0.1254338914111132,0.009400166527893446,0.0,0.3347510992602023,0.0,0.0,0.4000000000000025
7x7x7_C_5000_Kaolinite_Fill_003033,0.10867903566732674,0.10452824284259464,0.007833472106577876,0.0,0.2789592493835009,0.0,0.0,0.5
7x7x7_C_6000_Kaolinite_Fill_003034,0.08694322853386177,0.08362259427407542,0.006266777685262276,0.0,0.22316739950680078,0.0,0.0,0.5999999999999964
7x7x7_C_7000_Kaolinite_Fill_003035,0.0652074214003958,0.0627169457055566,0.004700083263946723,0.0,0.1673755496301009,0.0,0.0,0.6999999999999957
